"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"29688",0,637200,463297,173903,24,0.141819847141923,1
"29690",0,661200,486955,174245,40,0.0425520555912341,1
"29692",0,387600,298013,89587,23,0.222757016524106,1
"29697",0,1424400,1081270,343130,20,0.0507092210000251,1
"29717",0,396000,309725,86275,27,0.170677187245065,1
"29735",0,448800,369156,79644,26,0.169209080410152,1
"29738",0,673200,537076,136124,21,0.16660964567935,1
"29742",0,1353600,920509,433091,24,0.0407218925093316,1
"29750",0,1172400,896599,275801,31,0.0343913062436648,1
"29752",1,649200,511586,137614,34,0.0690635550547592,1
"29756",1,594000,412673,181327,42,0.0407955981605288,1
"29760",0,675600,571254,104346,20,0.179187151715226,1
"29778",1,645600,459939,185661,35,0.0633538025637266,1
"29800",0,516000,361784,154216,21,0.20723474844046,1
"29812",1,655200,493795,161405,34,0.0677852532696216,1
"29817",0,404400,349051,55349,22,0.233987493794748,1
"29830",0,481200,377040,104160,25,0.171022167242684,1
"29839",0,493200,361490,131710,33,0.0956929121718232,1
"29849",1,883200,668925,214275,37,0.0362555655379673,1
"29852",0,1064400,765251,299149,46,0.012783323089317,1
"29861",0,668400,509183,159217,31,0.0827817684601419,1
"29862",0,609600,453963,155637,21,0.181496496996672,1
"29864",0,985200,691342,293858,28,0.0586419528961814,1
"29867",0,573600,447848,125752,22,0.180846455729041,1
"29871",1,555600,388340,167260,28,0.122131804173568,1
"29874",0,387600,320230,67370,24,0.210784296448559,1
"29877",0,619200,491278,127922,22,0.169188532023441,1
"29891",1,1213200,856953,356247,44,0.0113012775433104,1
"29892",0,520800,416046,104754,23,0.184051716808249,1
"29905",0,379200,297264,81936,20,0.270210654872504,1
"29907",0,714000,528700,185300,57,0.0103431805496831,1
"29915",0,879600,659408,220192,39,0.0312137201879913,1
"29916",0,741600,572420,169180,42,0.0319451663879721,1
"29917",0,997200,761043,236157,51,0.00994234060113327,1
"29920",0,448800,364999,83801,24,0.192472636803807,1
"29935",0,411600,298790,112810,27,0.165368925955302,1
"29936",0,469200,370624,98576,20,0.239045996814754,1
"29938",0,510000,364628,145372,40,0.0553548290412091,1
"29941",0,367200,292443,74757,22,0.244431207596303,1
"29942",0,489600,372608,116992,23,0.191641822293775,1
"29944",1,540000,416975,123025,45,0.036338441161194,1
"29955",0,612000,423145,188855,21,0.17890711979617,1
"29973",0,466800,340216,126584,24,0.18501690982477,1
"29978",1,416400,309737,106663,28,0.153917615856246,1
"29982",0,390000,296474,93526,22,0.235769889649186,1
"29985",0,488400,371610,116790,40,0.0579904830217567,1
"29988",1,654000,492177,161823,42,0.0371535989404022,1
"29992",0,918000,587899,330101,28,0.0646055177321533,1
"29995",1,1428000,1057895,370105,41,0.00980458912116548,1
"29997",1,998400,767787,230613,42,0.0201174255520814,1
"30003",1,1015200,720384,294816,25,0.0697530264827822,1
"30004",0,678000,490403,187597,52,0.0162759309278402,1
"30010",0,368400,281047,87353,27,0.177568325447104,1
"30016",1,441600,316556,125044,35,0.0901479108167326,1
"30029",0,642000,480298,161702,21,0.172867159941403,1
"30032",0,1262400,806010,456390,42,0.0116704622641598,1
"30034",0,538800,368420,170380,21,0.199710317159969,1
"30058",0,1326000,1000613,325387,27,0.0353594316418989,1
"30080",1,789600,592051,197549,33,0.0577714288005454,1
"30083",0,954000,642677,311323,22,0.0952158143538973,1
"30085",1,1141200,920899,220301,34,0.0294159624083774,1
"30099",0,1072800,820466,252334,38,0.0239594906980231,1
"30100",1,829200,607630,221570,48,0.0169161358025924,1
"30106",0,585600,492917,92683,23,0.168285297015039,1
"30111",1,892800,645455,247345,29,0.0644787870571852,1
"30129",1,1076400,844193,232207,25,0.0646092657945818,1
"30144",0,1136400,841419,294981,27,0.0491818935584977,1
"30147",0,558000,402134,155866,21,0.195301229118859,1
"30151",0,597600,455791,141809,42,0.0411706429261016,1
"30162",0,366000,268708,97292,24,0.215115725104669,1
"30178",0,421200,296511,124689,26,0.173510113924161,1
"30180",0,1346400,1043083,303317,34,0.0200516728286313,1
"30189",0,439200,322939,116261,52,0.0252182558997668,1
"30192",0,484800,358654,126146,25,0.16888839985564,1
"30199",0,454800,361933,92867,26,0.16699731556166,1
"30204",1,390000,287386,102614,38,0.0793832202900656,1
"30216",0,878400,671165,207235,28,0.0721578003268435,1
"30247",0,686400,515075,171325,33,0.0691114569863219,1
"30265",1,774000,535420,238580,47,0.0199751424429878,1
"30275",1,1120800,848062,272738,30,0.0405480569651608,1
"30284",1,836400,591076,245324,49,0.0153071073627416,1
"30285",0,506400,356677,149723,49,0.0279911558060636,1
"30286",0,441600,366828,74772,33,0.10595138791543,1
"30292",0,970800,709961,260839,23,0.0878493923415509,1
"30295",0,716400,548518,167882,54,0.0131263709180058,1
"30302",0,667200,462700,204500,58,0.0102906353206154,1
"30303",0,846000,657045,188955,41,0.0286739092616369,1
"30326",1,1156800,935173,221627,31,0.0360582910022688,1
"30350",0,1009200,698999,310201,34,0.0355320800709662,1
"30352",0,667200,561552,105648,23,0.148552425428944,1
"30374",0,519600,373968,145632,34,0.0849195448855007,1
"30377",0,540000,425865,114135,22,0.190449310387906,1
"30386",0,596400,482735,113665,29,0.10891917279364,1
"30387",0,1375200,1016606,358594,28,0.02973755048895,1
"30394",0,430800,312282,118518,20,0.249995801875717,1
"30396",0,553200,429206,123994,20,0.211603336706273,1
"30412",1,939600,743094,196506,44,0.019302475851504,1
"30444",0,1065600,806182,259418,54,0.00690579309306078,1
"30451",0,819600,630839,188761,47,0.0188353734282253,1
"30453",0,387600,250846,136754,22,0.233411794908769,1
"30471",0,922800,699303,223497,25,0.0831734028178458,1
"30472",0,433200,319892,113308,20,0.249599377044603,1
"30477",0,458400,346207,112193,24,0.188126403381989,1
"30484",0,634800,442642,192158,21,0.172924333657121,1
"30508",1,603600,439677,163923,33,0.079264936524129,1
"30525",1,1168800,902315,266485,27,0.0471045293231196,1
"30530",0,483600,339135,144465,22,0.204168845942756,1
"30532",0,730800,618870,111930,20,0.164981302361984,1
"30534",0,943200,696965,246235,30,0.0550925854251079,1
"30536",1,1327200,1091935,235265,38,0.0155805698486879,1
"30548",0,370800,262310,108490,20,0.271013471197663,1
"30550",0,535200,424846,110354,22,0.191984475595519,1
"30558",1,580800,420524,160276,40,0.0489358264943055,1
"30573",1,1150800,928819,221981,32,0.033732886458033,1
"30574",0,517200,382784,134416,35,0.079581422823069,1
"30580",1,1382400,1071798,310602,37,0.0148687120299194,1
"30585",0,406800,311858,94942,24,0.203444553769158,1
"30586",0,378000,274874,103126,20,0.26895116562835,1
"30605",0,924000,717580,206420,22,0.103687002308845,1
"30644",1,997200,799081,198119,40,0.0238501933505966,1
"30646",0,367200,283542,83658,28,0.166759573814424,1
"30658",0,396000,267897,128103,22,0.231405240892092,1
"30662",1,856800,648161,208639,49,0.0149933483286181,1
"30665",0,1174800,852563,322237,27,0.045650749278762,1
"30669",0,1401600,1107875,293725,32,0.0213908608928161,1
"30675",0,1377600,1072267,305333,22,0.0478187795200505,1
"30678",0,1221600,981782,239818,30,0.0346470115593011,1
"30680",1,1258800,957741,301059,38,0.0170807886605937,1
"30684",0,446400,310236,136164,20,0.24359961660863,1
"30690",0,819600,641834,177766,41,0.030121502312457,1
"30698",0,487200,360598,126602,29,0.128343108055211,1
"30699",0,564000,435413,128587,22,0.183181403101654,1
"30705",1,410400,311725,98675,35,0.0956441225603227,1
"30716",0,380400,327538,52862,27,0.176520525273147,1
"30720",1,702000,467695,234305,26,0.109397913187763,1
"30728",0,601200,423635,177565,22,0.170829151307848,1
"30748",0,1045200,832494,212706,30,0.0470954632916481,1
"30756",0,694800,554905,139895,36,0.0551556090393612,1
"30764",0,577200,444352,132848,21,0.191493770425512,1
"30772",0,409200,322455,86745,27,0.167402155509733,1
"30783",1,554400,450575,103825,40,0.052243854430019,1
"30796",0,643200,534167,109033,21,0.175603948592465,1
"30810",0,386400,303230,83170,39,0.0747375778497052,1
"30811",0,1275600,992810,282790,30,0.0310946574580801,1
"30814",1,1207200,892546,314654,35,0.0234470137640586,1
"30820",0,588000,404826,183174,49,0.0240362086855673,1
"30822",1,1236000,785409,450591,40,0.0143226558047011,1
"30835",0,1189200,856338,332862,23,0.0599892134242245,1
"30839",0,472800,325014,147786,52,0.0235186944109569,1
"30843",1,890400,716621,173779,27,0.0771176754985028,1
"30852",0,434400,356766,77634,26,0.172900794657256,1
"30857",1,676800,517545,159255,48,0.022523537846875,1
"30859",1,582000,430567,151433,47,0.028700134898237,1
"30863",1,1306800,907875,398925,30,0.0281849915269249,1
"30869",1,512400,360956,151444,35,0.079697266975104,1
"30884",1,946800,674029,272771,41,0.0233643314124182,1
"30887",0,526800,397907,128893,22,0.193116640863359,1
"30902",1,418800,313684,105116,50,0.0306039201099814,1
"30903",0,453600,330214,123386,26,0.165591776292832,1
"30908",0,454800,361249,93551,21,0.229680708352612,1
"30945",0,500400,363031,137369,21,0.212891206217616,1
"30951",0,547200,407526,139674,20,0.212308815845689,1
"30959",1,922800,735086,187714,26,0.0783425621539953,1
"30965",0,622800,501810,120990,20,0.1921610188122,1
"30976",1,1245600,908465,337135,34,0.0235191663111256,1
"30978",0,444000,325185,118815,22,0.217419368327025,1
"30981",0,446400,325328,121072,22,0.216551119975861,1
"31004",0,417600,280014,137586,23,0.210571189473775,1
"31008",1,752400,574617,177783,44,0.0267911158262061,1
"31011",1,366000,274885,91115,45,0.0492566231468163,1
"31026",0,852000,681992,170008,50,0.0141948257720176,1
"31029",1,470400,350528,119872,49,0.0301069984685335,1
"31049",0,1269600,860176,409424,50,0.00625386138530367,1
"31053",0,367200,250261,116939,24,0.21343505654176,1
"31054",1,1279200,957787,321413,25,0.0446292124979487,1
"31055",1,847200,658875,188325,47,0.0179652625642973,1
"31061",0,1305600,1016117,289483,53,0.00486126552329325,1
"31081",0,1194000,867819,326181,35,0.0238744720829428,1
"31092",1,931200,631791,299409,39,0.0277233071559294,1
"31107",0,1132800,777162,355638,30,0.0384884230590192,1
"31110",0,486000,354528,131472,24,0.179708906316717,1
"31112",0,481200,356108,125092,23,0.193424812318484,1
"31118",0,668400,491652,176748,20,0.176784252912275,1
"31119",0,927600,738264,189336,34,0.0427092026652218,1
"31126",0,547200,401121,146079,20,0.211879523236474,1
"31127",0,439200,332663,106537,22,0.21969676343239,1
"31132",0,664800,490182,174618,38,0.0492139028713131,1
"31134",0,1082400,799578,282822,40,0.0199363024115237,1
"31139",1,949200,664476,284724,33,0.0428459725580165,1
"31157",1,1272000,947558,324442,47,0.00816198810934347,1
"31169",1,582000,428555,153445,39,0.0528004135627907,1
"31171",0,418800,326209,92591,23,0.213233821799283,1
"31173",0,873600,663940,209660,24,0.0971944101988298,1
"31178",0,454800,327311,127489,23,0.200589470416628,1
"31191",0,402000,315225,86775,25,0.192684371412914,1
"31196",0,390000,294592,95408,58,0.0173486339002985,1
"31206",0,486000,386502,99498,30,0.121088879216477,1
"31207",0,1292400,920420,371980,21,0.0579026627027332,1
"31208",1,692400,502207,190193,36,0.0543293221580739,1
"31214",0,451200,329501,121699,24,0.189474535233193,1
"31215",1,590400,442638,147762,26,0.133928544051196,1
"31224",0,1297200,976007,321193,22,0.0543293719659873,1
"31232",1,556800,426472,130328,37,0.0644841430449322,1
"31236",1,1232400,922044,310356,39,0.0164719097866096,1
"31241",0,955200,657914,297286,20,0.110157280690453,1
"31252",1,1266000,914681,351319,37,0.0178822558072898,1
"31269",0,476400,391830,84570,23,0.197301588849317,1
"31272",0,568800,405895,162905,50,0.0231681054940924,1
"31275",0,813600,588595,225005,27,0.0856335882811931,1
"31277",0,790800,623427,167373,36,0.0465267407850115,1
"31285",0,1021200,777294,243906,49,0.01112655617679,1
"31300",0,499200,421079,78121,24,0.17945407115653,1
"31327",1,478800,338339,140461,47,0.0343394949474214,1
"31329",0,399600,284622,114978,24,0.204187621333152,1
"31359",1,864000,600589,263411,37,0.0367455513182892,1
"31362",1,591600,492916,98684,33,0.0827781525968803,1
"31368",0,1057200,849037,208163,47,0.0124060913182833,1
"31369",0,988800,649318,339482,47,0.0132566597250226,1
"31372",1,1008000,784245,223755,48,0.0124122913811227,1
"31379",0,436800,319022,117778,23,0.206331533103072,1
"31454",0,818400,654130,164270,47,0.0190570308259623,1
"31458",0,472800,348907,123893,54,0.0203231054618382,1
"31484",1,1389600,1026814,362786,45,0.00767097920749746,1
"31491",0,457200,359950,97250,25,0.177470726254561,1
"31509",1,1321200,1001836,319364,37,0.0164668576152155,1
"31534",0,570000,479006,90994,22,0.183865466856294,1
"31540",0,793200,625694,167506,41,0.0316283819897428,1
"31543",0,477600,373516,104084,20,0.235980578207894,1
"31546",0,428400,351504,76896,23,0.21147339102801,1
"31547",0,528000,414925,113075,22,0.193778465043909,1
"31548",0,710400,524176,186224,20,0.165801925639864,1
"31552",0,447600,360535,87065,24,0.1925959814088,1
"31567",0,852000,659852,192148,20,0.133987806313138,1
"31583",0,1231200,856914,374286,32,0.0277352935121565,1
"31584",0,534000,400793,133207,20,0.216642144825251,1
"31586",1,1071600,766007,305593,30,0.0434863233401462,1
"31588",1,1274400,937484,336916,25,0.0447227724878196,1
"31606",0,458400,362021,96379,23,0.201580687073571,1
"31614",0,1141200,750486,390714,56,0.00490554632918888,1
"31642",0,552000,423934,128066,32,0.09379594036487,1
"31649",1,1296000,1016302,279698,44,0.0100922360114294,1
"31657",0,698400,520365,178035,29,0.0905975411719568,1
"31661",0,490800,356690,134110,23,0.190256350432594,1
"31666",1,589200,414308,174892,42,0.0412278688433679,1
"31667",0,476400,360472,115928,23,0.195317291534029,1
"31680",0,463200,398828,64372,25,0.177861418265833,1
"31684",1,1194000,926546,267454,43,0.0130893993944521,1
"31687",1,1386000,1000702,385298,46,0.007070168291393,1
"31695",0,585600,439474,146126,22,0.176561446149451,1
"31698",0,1288800,1047657,241143,35,0.0209842965930308,1
"31702",0,910800,671971,238829,41,0.0251797230646266,1
"31713",1,721200,600523,120677,36,0.0531808745670074,1
"31716",0,487200,369175,118025,20,0.231963841004491,1
"31718",1,502800,396693,106107,34,0.088505589363062,1
"31728",0,381600,270340,111260,56,0.0204423266728606,1
"31729",0,763200,621260,141940,27,0.0956490036733449,1
"31734",0,751200,563090,188110,39,0.0392655933130358,1
"31748",0,483600,377919,105681,22,0.206707998019114,1
"31765",0,558000,411164,146836,20,0.208686776201577,1
"31781",0,555600,424833,130767,22,0.185261807506533,1
"31783",0,478800,352610,126190,23,0.194012819649726,1
"31796",0,1088400,789122,299278,27,0.0531803358648562,1
"31800",1,1369200,998423,370777,26,0.0348697828045493,1
"31821",0,560400,419065,141335,20,0.208356910828635,1
"31846",0,444000,326165,117835,22,0.217486253982508,1
"31855",0,1149600,898899,250701,37,0.0227183462689893,1
"31860",0,423600,326829,96771,25,0.186257209759117,1
"31869",0,1112400,864636,247764,42,0.0164237850023658,1
"31871",0,1176000,934783,241217,26,0.0506820022488819,1
"31874",0,374400,248686,125714,21,0.253100085947042,1
"31885",1,835200,625035,210165,27,0.0831691059972202,1
"31898",1,1081200,841579,239621,38,0.0237355803352319,1
"31905",1,1242000,1053122,188878,27,0.0429317509699917,1
"31908",0,398400,300018,98382,20,0.26234989149234,1
"31918",0,495600,373286,122314,34,0.089000127615582,1
"31919",0,510000,385275,124725,44,0.0412278615561446,1
"31944",1,787200,649336,137864,40,0.0349009758603665,1
"31951",0,1070400,783396,287004,44,0.0148689111678515,1
"31954",1,1395600,1057369,338231,40,0.0113619748348989,1
"31955",0,580800,474609,106191,23,0.168704528464516,1
"31967",0,765600,536364,229236,32,0.0639858569469914,1
"31995",0,442800,317733,125067,20,0.245587400572624,1
"32003",1,1282800,991313,291487,27,0.0385345602234944,1
"32005",0,1292400,1069592,222808,22,0.0568419655076229,1
"32023",1,992400,724998,267402,50,0.0107118112045231,1
"32028",0,462000,331299,130701,23,0.198369294932079,1
"32037",1,876000,665141,210859,39,0.0315190879647287,1
"32039",0,624000,505172,118828,20,0.191969316895638,1
"32050",0,544800,380294,164506,32,0.0936260601435422,1
"32056",0,492000,359081,132919,22,0.202534800074653,1
"32057",0,396000,274981,121019,23,0.218062031674708,1
"32068",1,746400,565288,181112,40,0.0367711939042227,1
"32077",1,876000,652881,223119,39,0.0313693312335579,1
"32078",0,364800,253578,111222,25,0.201444851596708,1
"32095",0,362400,268252,94148,22,0.244548081092615,1
"32106",0,565200,453490,111710,20,0.208930165929436,1
"32110",1,634800,458364,176436,39,0.0479379450840295,1
"32111",0,454800,337382,117418,21,0.227991439328139,1
"32118",1,951600,749907,201693,47,0.0149281279327163,1
"32120",1,886800,686094,200706,46,0.0180553689929821,1
"32122",0,465600,348555,117045,49,0.0303869398793122,1
"32128",0,516000,393424,122576,23,0.184241318397995,1
"32130",0,363600,284005,79595,23,0.230833020011356,1
"32143",0,1185600,918672,266928,23,0.0618629730535679,1
"32146",1,1248000,938120,309880,37,0.0187479649166911,1
"32147",1,1402800,1029029,373771,44,0.00807639628223412,1
"32149",1,1286400,1053240,233160,30,0.0311242852252116,1
"32155",1,750000,601992,148008,30,0.0784085218930761,1
"32159",0,474000,363879,110121,23,0.19634629240418,1
"32173",0,387600,301151,86449,27,0.172760550272234,1
"32179",0,768000,564571,203429,38,0.0409541765123589,1
"32192",1,828000,635524,192476,31,0.0630848510416602,1
"32196",0,1360800,1064877,295923,21,0.0532174139326589,1
"32204",1,1174800,815550,359250,42,0.0141120962852358,1
"32215",1,1207200,901183,306017,46,0.00995473427127388,1
"32222",1,544800,387898,156902,48,0.0282448548131994,1
"32228",0,822000,586215,235785,49,0.0157512888282182,1
"32240",1,958800,727239,231561,38,0.0293387411778401,1
"32248",0,534000,403862,130138,21,0.203663045518721,1
"32271",1,720000,574381,145619,41,0.0361057670960074,1
"32274",0,577200,414950,162250,60,0.0104522587236429,1
"32278",0,573600,437111,136489,57,0.0134470263522828,1
